L4 | Tue Feb 16 16:37:22 2021 (695 ms) | general | New game starting up
L1 | Tue Feb 16 16:39:26 2021 (544 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (544 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (544 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (544 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (544 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (545 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (545 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (545 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (545 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (545 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (546 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (546 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (546 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (546 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (546 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (546 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (547 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (547 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (547 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (547 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (547 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (547 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (549 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (549 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (549 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (550 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (550 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (550 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (551 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (551 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (551 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (551 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (551 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:26 2021 (551 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:26 2021 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:26 2021 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L4 | Tue Feb 16 16:39:41 2021 (497 ms) | general | New game starting up
L4 | Tue Feb 16 16:39:41 2021 (498 ms) | general | Target game image size:  1280x720

L4 | Tue Feb 16 16:39:41 2021 (498 ms) | general | Ideal window dimensions:  1280x720

L4 | Tue Feb 16 16:39:41 2021 (499 ms) | general | Trying to start in window mode.
L4 | Tue Feb 16 16:39:41 2021 (499 ms) | general | Want to use largest window that fits on screen.
L4 | Tue Feb 16 16:39:41 2021 (499 ms) | general | Screen dimensions for largest-window mode:  1612x907

L4 | Tue Feb 16 16:39:41 2021 (500 ms) | general | The following frame rates are considered possible:
L4 | Tue Feb 16 16:39:41 2021 (500 ms) | general | 30 fps
L4 | Tue Feb 16 16:39:41 2021 (500 ms) | general | 60 fps
L4 | Tue Feb 16 16:39:41 2021 (500 ms) | general | 100 fps
L4 | Tue Feb 16 16:39:41 2021 (500 ms) | general | 120 fps
L4 | Tue Feb 16 16:39:41 2021 (500 ms) | general | 144 fps
L4 | Tue Feb 16 16:39:41 2021 (504 ms) | general | Current screen configuration is 1920x1080 with aspect ratio 1.77
L4 | Tue Feb 16 16:39:41 2021 (504 ms) | general | All resolutions available
L4 | Tue Feb 16 16:39:42 2021 (14 ms) | general | Successfully faked opening of audio for recording to file: 44100Hz

L1 | Tue Feb 16 16:39:42 2021 (14 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (16 ms) | general | CRITICAL ERROR:  TGA file graphics\instructions.tga does not exist
L4 | Tue Feb 16 16:39:42 2021 (18 ms) | general | OneLife client v256 (binV=256, dataV=0) starting up
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_handwriting_32_32.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_handwriting_32_32.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_pencil_32_32.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (18 ms) | general | CRITICAL ERROR:  TGA file graphics\font_pencil_erased_32_32.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (19 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (19 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (20 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (21 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (22 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (23 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (23 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (23 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (23 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (23 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (23 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (24 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (24 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (24 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (24 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (24 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (24 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (25 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (25 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (25 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (25 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (26 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (26 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (27 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (27 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (27 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (27 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (28 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (28 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (28 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (28 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (29 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (29 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (29 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (29 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (29 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Tue Feb 16 16:39:42 2021 (29 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Tue Feb 16 16:39:42 2021 (29 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Tue Feb 16 16:39:42 2021 (30 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L4 | Tue Feb 16 16:41:21 2021 (713 ms) | general | New game starting up
L4 | Tue Feb 16 16:41:21 2021 (713 ms) | general | Target game image size:  1280x720

L4 | Tue Feb 16 16:41:21 2021 (714 ms) | general | Ideal window dimensions:  1280x720

L4 | Tue Feb 16 16:41:21 2021 (714 ms) | general | Trying to start in window mode.
L4 | Tue Feb 16 16:41:21 2021 (714 ms) | general | Want to use largest window that fits on screen.
L4 | Tue Feb 16 16:41:21 2021 (715 ms) | general | Screen dimensions for largest-window mode:  1612x907

L4 | Tue Feb 16 16:41:21 2021 (716 ms) | general | The following frame rates are considered possible:
L4 | Tue Feb 16 16:41:21 2021 (716 ms) | general | 30 fps
L4 | Tue Feb 16 16:41:21 2021 (716 ms) | general | 60 fps
L4 | Tue Feb 16 16:41:21 2021 (716 ms) | general | 100 fps
L4 | Tue Feb 16 16:41:21 2021 (716 ms) | general | 120 fps
L4 | Tue Feb 16 16:41:21 2021 (716 ms) | general | 144 fps
L4 | Tue Feb 16 16:41:21 2021 (720 ms) | general | Current screen configuration is 1920x1080 with aspect ratio 1.77
L4 | Tue Feb 16 16:41:21 2021 (720 ms) | general | All resolutions available
L4 | Tue Feb 16 16:41:22 2021 (251 ms) | general | Successfully faked opening of audio for recording to file: 44100Hz

L1 | Tue Feb 16 16:41:22 2021 (251 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:41:22 2021 (252 ms) | general | CRITICAL ERROR:  TGA file graphics\instructions.tga does not exist
L4 | Tue Feb 16 16:41:22 2021 (254 ms) | general | OneLife client v256 (binV=256, dataV=0) starting up
L1 | Tue Feb 16 16:41:22 2021 (254 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:41:22 2021 (254 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:41:22 2021 (254 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:41:22 2021 (254 ms) | general | CRITICAL ERROR:  TGA file graphics\font_32_64.tga does not exist
L1 | Tue Feb 16 16:41:22 2021 (254 ms) | general | CRITICAL ERROR:  TGA file graphics\font_handwriting_32_32.tga does not exist
L1 | Tue Feb 16 16:41:22 2021 (254 ms) | general | CRITICAL ERROR:  TGA file graphics\font_handwriting_32_32.tga does not exist
